median,average,medianCount,pointCount,x,y,zoomLevel
3.09844894641543,35.7687519643829,8322.43387007184,2686.0,34719,19059,16
3.9507205743312,23.9507614202219,33043.8268837061,8364.0,34719,19058,16
2.7421960744669,18.215787084976,8056.57206678375,2938.0,34718,19059,16
4.10900433108973,27.1877772180787,19965.652044765,4859.0,34718,19058,16
3.33490035123042,10.7661079697289,12879.3851564519,3862.0,34731,19047,16
2.9058856932424,8.96980053286924,18513.3977516473,6371.0,34731,19046,16
2.82967524419294,3.49681334846405,21613.0595151456,7638.0,34711,19051,16
2.48963230716189,2.92069157752453,36249.0463922771,14560.0,34711,19050,16
1.74947254661165,2.57988118030224,542.33648944961,310.0,34715,19046,16
2.61839830177003,3.82987775721997,11743.5163834386,4485.0,34714,19047,16
4.12526457992604,5.97972480749279,11117.5880429007,2695.0,34714,19046,16
2.29565580886517,3.66812242772522,26181.9545001073,11405.0,34711,19063,16
2.55361276296506,4.54610883873002,13735.8830519891,5379.0,34712,19049,16
2.28011472135547,22.2218866865786,1010.09082156047,443.0,34712,19048,16
2.45664233580867,4.6986366221656,14963.4084674106,6091.0,34713,19049,16
1.98843356232675,26.0408514350468,1445.59119981154,727.0,34713,19048,16
2.35889919822073,2.99065951010574,16743.4665089708,7098.0,34706,19045,16
2.13277631080559,6.99128407895193,6711.8470501052,3147.0,34716,19049,16
2.2329193181085,8.60964316015479,7085.05299635827,3173.0,34716,19048,16
2.0091101580544,4.13132566392258,24794.4284605493,12341.0,34717,19049,16
1.7448907532496,2.88674311026208,15604.5580063112,8943.0,34717,19048,16
43.8944430594967,51.7174354558669,1755.77772237987,40.0,34717,19044,16
1.86437321365634,6.06693168443062,2300.63654565192,1234.0,34715,19047,16
2.48028406039034,5.54228590933439,9938.49822998409,4007.0,34719,19055,16
2.18309737339146,4.14366288821232,4499.3636865598,2061.0,34719,19054,16
2.11884339422133,6.17201997733062,8786.84355583586,4147.0,34718,19055,16
3.58706461371846,38.5569398119512,9136.25357114093,2547.0,34716,19045,16
142.310637118712,184.201664439462,5977.04675898591,42.0,34716,19044,16
2.23109290515447,11.164796287976,22397.9416748457,10039.0,34717,19045,16
2.82426636426422,23.0548713576204,1991.10778680627,705.0,34718,19054,16
22.9926289818653,42.6208769286622,9656.90417238342,420.0,34711,19062,16
104.418849479453,135.699455126348,14409.8012281645,138.0,34710,19063,16
71.5606764259821,114.465295146401,7084.50696617222,99.0,34710,19062,16
3.60479065728726,4.55389035671625,237.916183380959,66.0,34706,19044,16
2.14551303947098,2.57866080501689,647.944937920237,302.0,34707,19045,16
2.15509093770928,2.83623590844316,334.039095344939,155.0,34707,19044,16
2.46173934507779,15.1702366351168,1137.32357742594,462.0,34730,19047,16
2.74805932855664,13.7096755239441,1986.84689454645,723.0,34730,19046,16
61.0310657107826,50.7827357285939,59322.1958708807,972.0,34710,19051,16
1.6710085310708,1.71635828099359,554.774832315506,332.0,34710,19050,16
2.42174633473909,3.21810054416109,29400.0005037325,12140.0,34708,19057,16
21.9938252735339,24.5628413155683,5872.35134803355,267.0,34708,19056,16
2.42594037518887,3.15681854529895,14097.1395202225,5811.0,34709,19057,16
2.46511782317137,3.31712527253398,15254.1490897844,6188.0,34709,19056,16
2.02838009355448,66.520226974301,1367.12818305572,674.0,34733,19051,16
3.31461354904085,50.6066249351679,4657.03203640239,1405.0,34733,19050,16
2.6322519523449,9.0677491544688,28725.7655559399,10913.0,34732,19051,16
2.80677254579104,7.97361263151839,52528.7481944792,18715.0,34732,19050,16
2.33340436547397,11.22486977413,1535.38007248187,658.0,34706,19061,16
2.3186997466512,3.56292068364862,31652.5702415356,13651.0,34706,19060,16
2.84753627460347,5.19744931667832,27088.6125803028,9513.0,34707,19061,16
2.51044177718238,4.40569062807202,11377.3221341905,4532.0,34707,19060,16
3.03091192507327,13.6014131190658,21022.4051123082,6936.0,34721,19059,16
2.84928328243494,14.3568168006009,27370.21521107,9606.0,34721,19058,16
2.60992661881008,14.8612950372833,19665.7970727339,7535.0,34720,19059,16
2.9814618523201,23.8314839479304,8473.31458429374,2842.0,34720,19058,16
3.94850351072375,9.29334655255893,57940.3405163604,14674.0,34711,19059,16
2.14256798906865,3.77188167020852,12540.4504400188,5853.0,34709,19047,16
1.76106477163012,2.40926462601367,6556.44414477895,3723.0,34709,19046,16
2.21436411632243,6.12151759663969,6027.49912462965,2722.0,34708,19047,16
1.95942843023924,3.80957327433808,3519.13346070967,1796.0,34708,19046,16
178.198826226732,172.702765261886,21740.2567996613,122.0,34725,19043,16
255.985142369498,258.563774977676,22014.7222437768,86.0,34725,19042,16
8.50546539380163,48.4421799205814,18448.3544391557,2169.0,34724,19043,16
232.412083856644,235.34627281925,94359.3060457973,406.0,34724,19042,16
3.14140410737263,3.8532922139191,656.55345844088,209.0,34710,19061,16
3.23386326807434,5.25266353151383,9138.89759557809,2826.0,34710,19060,16
4.22390218356758,7.88947237138126,22589.4288777194,5348.0,34711,19060,16
2.23140396341505,3.1291484279956,6591.56730792805,2954.0,34710,19056,16
2.42973593847504,5.73758735992885,3544.98473423509,1459.0,34711,19057,16
2.70636028039272,3.80185078848633,4359.94641171267,1611.0,34711,19056,16
2.54319379210191,9.92067553323353,1597.12570144,628.0,34720,19053,16
4.96298847887144,16.9200661973679,1280.45102754883,258.0,34720,19052,16
2.22395139023206,3.12444146509981,19706.4332688463,8861.0,34721,19053,16
3.04153150892713,3.382795118628,19009.5719307946,6250.0,34721,19052,16
2.38743373202702,3.03083811774307,2604.69020164148,1091.0,34715,19063,16
